latitude_ocorrencia,longitude_ocorrencia
-228.729.313,-432.404.233
-228.819.412,-433.713.812
-228.604.006,-434.884.116
-228.691.074,-432.377.013
-228.244.051,-43.386.729
-229.081.086,-432.650.198
-229.302.341,-432.536.331
-229.149.302,-431.868.086
-229.395.041,-432.515.359
-229.044.618,-43.315.344
-229.441.667,-432.408.333
-229.704.062,-431.857.207
-228.694.071,-434.790.849
-228.624.341,-432.748.755
-229.160.745,-4.320.327
-229.465.479,-433.697.197
-22.863.617,-432.791.188
-228.634.421,-432.780.966
-228.590.689,-432.754.178
-22.903.592,-432.404.127
-228.588.459,-434.892.169
-230.150.441,-433.050.354
-228.603.985,-432.821.082
-229.371.104,-431.775.325
-228.624.341,-432.748.755
-228.208.417,-433.968.734
-229.395.041,-432.515.359
-228.229.118,-433.767.869
-22.952.908,-43.365.646
-229.395.041,-432.515.359
-22.950.236,-43.354.447
-229.441.667,-432.408.333
-22.980.727,-43.194.587
-228.472.161,-432.754.407
-228.259.057,-433.872.447
-228.457.345,-432.634.943
-229.384.852,-432.516.233
-228.860.658,-43.471.404
-229.561.998,-432.038.131
-229.441.667,-432.408.333
-229.062.445,-43.236.919
-229.395.041,-432.515.359
-228.650.061,-433.393.998
-228.624.341,-432.748.755
-228.207.158,-433.647.849
-228.219.973,-433.698.614
-228.219.973,-433.698.614
-228.219.973,-433.698.614
-229.395.041,-432.515.359
-229.242.431,-433.738.916
-229.218.569,-436.628.218
-22.91,-432.575
-229.628.731,-431.907.066
-229.196.001,-432.855.347
-22.898.733,-432.360.038
-228.100.624,-433.018.198
-229.395.041,-432.515.359
-229.000.812,-432.298.581
-22.902.756,-433.078.108
-228.638.101,-435.089.118
-229.284.499,-43.217.775
-228.553.624,-434.881.302
-228.184.513,-433.030.143
-228.201.329,-43.294.773
-22.902.756,-433.078.108
-22.800.207,-43.207.268
-228.622.904,-434.865.673
-229.079.866,-432.660.959
-22.861.812,-43.540.876
-229.137.885,-435.974.696
-228.201.329,-43.294.773
-229.395.041,-432.515.359
-228.604.006,-434.884.116
-228.627.088,-432.540.135
-228.622.012,-432.638.393
-228.551.141,-433.241.091
-228.654.866,-432.619.815
-228.604.006,-434.884.116
-229.128.703,-432.845.545
-229.086.111,-43.375
-229.044.618,-43.315.344
-228.694.071,-434.790.849
-228.427.263,-433.730.742
-22.860.562,-434.884.837
-22.948.158,-43.368.312
-228.443.491,-433.232.005
-228.875.573,-432.581.953
-228.594.341,-432.754.066
-22.859.784,-434.888.509
-228.961.141,-434.777.639
-229.128.703,-432.845.545
-228.533.587,-433.383.604
-229.252.336,-432.053.404
-229.230.494,-433.739.788
-228.613.816,-433.437.682
-228.492.812,-433.772.055
-229.629.327,-431.907.971
-228.889.072,-432.391.525
-229.062.445,-43.236.919
-228.487.441,-432.828.813
-229.052.507,-432.340.127
-229.062.445,-43.236.919
-229.352.778,-432.563.889
-229.164.017,-432.687.606
-228.586.869,-432.969.086
-228.520.764,-433.467.838
-22.917.417,-43.199.592
-228.433.802,-433.254.855
-229.052.507,-432.340.127
-22.903.592,-432.404.127
-228.984.053,-432.812.612
-228.681.519,-43.325.479
-229.052.507,-432.340.127
-22.995.246,-43.241.208
-229.605.246,-431.699.774
-230.177.167,-434.809.195
-229.196.001,-432.855.347
-229.325.728,-432.410.248
-228.386.111,-433.447.222
-229.465.479,-433.697.197
-22.863.617,-432.791.188
-228.671.397,-432.784.612
-22.947.321,-431.943.601
-228.671.397,-432.784.612
-228.607.331,-432.442.605
-228.671.397,-432.784.612
-22.947.782,-43.368.516
-229.353.725,-433.719.608
-228.742.263,-434.685.442
-228.616.746,-434.528.511
-229.465.479,-433.697.197
-22.839.375,-4.336.114
-229.465.479,-433.697.197
-229.465.479,-433.697.197
-229.395.041,-432.515.359
-228.382.119,-433.659.642
-228.622.904,-434.865.673
-229.133.513,-433.009.928
-228.624.779,-434.927.266
-228.459.986,-432.832.702
-229.062.445,-43.236.919
-228.302.817,-433.166.841
-22.947.974,-433.699.299
-229.140.834,-432.743.095
-228.649.973,-43.261.258
-228.201.329,-43.294.773
-22.857.311,-434.983.592
-228.654.866,-432.619.815
-229.485.425,-43.368.071
-228.604.006,-434.884.116
-228.654.249,-432.958.533
-22.904.824,-43.254.672
-228.604.006,-434.884.116
-228.763.889,-433.033.333
-228.923.272,-432.581.953
-228.593.866,-432.754.314
-229.606.789,-431.706.593
-22.819.362,-43.366.922
-22.899.555,-432.013.876
-229.645.712,-431.897.517
-229.605.953,-43.168.014
-229.002.778,-431.952.778
-228.604.006,-434.884.116
-228.654.866,-432.619.815
-228.246.493,-433.727.275
-229.465.479,-433.697.197
-229.133.513,-433.009.928
-228.695.107,-434.558.134
-22.857.115,-43.498.812
-228.593.866,-432.754.314
-229.126.422,-432.350.113
-229.433.449,-433.707.495
-228.962.526,-43.244.869
-22.878.465,-434.284.629
-228.593.866,-432.754.314
-229.284.499,-43.217.775
-22.91,-432.575
-229.084.429,-43.244.266
-228.613.778,-43.495.223
-228.641.667,-433.238.889
-22.951.838,-433.546
-228.641.667,-433.238.889
-228.563.684,-434.898.289
-229.105.751,-43.227.434.099.999.900
-228.389.771,-43.361.185
-22.912.611,-431.845.769
-228.048.724,-432.064.205
-229.052.074,-43.354.214
-229.636.528,-431.751.956
-229.057.294,-433.538.571
-229.086.111,-43.375
-229.003.269,-431.950.902
-228.246.493,-433.727.275
-228.830.377,-432.457.507
-228.246.493,-433.727.275
-229.465.479,-433.697.197
-228.635.876,-432.777.075
-22.856.447,-43.493.053
-22.854.906,-434.593.512
-228.498.682,-432.864.307
-229.057.294,-433.538.571
-228.595.673,-434.917.482
-228.197.204,-432.956.836
-228.313.558,-43.302.223
-228.397.731,-434.054.321
-22.867.812.700.000.000,-434.444.166
-228.581.095,-434.875.308
-228.229.118,-433.767.869
-22.951.838,-433.546
-22.820.191,-43.295.632
-22.948.458,-43.361.066
-228.673.042,-432.781.455
-229.444.293,-433.672.531
-229.189.605,-432.526.028
-228.581.095,-434.875.308
-229.465.479,-433.697.197
-228.561.214,-434.929.487
-228.993.882,-431.940.818
-229.235.038,-435.657.059
-2.286.773,-4.332.788
-229.078.627,-43.265.928.099.999.900
-22.819.362,-43.366.922
-228.597.925,-433.035.082
-228.648.954,-432.626.362
-229.076.537,-432.357.437
-229.168.185,-432.500.539
-228.364.807,-433.632.981
-228.626.186,-432.959.604
-229.135.675,-432.556.792
-228.134.407,-432.297.496
-228.726.424,-432.582.109
-228.786.524,-434.285.172
-229.395.041,-432.515.359
-228.593.866,-432.754.314
-2.292.602,-43.196.796
-229.398.013,-432.539.498
-229.465.479,-433.697.197
-228.694.071,-434.790.849
-228.456.304,-432.976.538
-22.860.069,-4.348.822
-228.298.792,-433.486.302
-229.641.669,-431.898.623
-228.648.938,-432.623.787
-228.443.491,-433.232.005
-22.887.788,-43.283.446
-228.682.216,-433.044.154
-22.951.838,-433.546
-228.605.042,-435.234.381
-228.207.934,-433.064.598
-228.655.223,-432.917.629
-228.624.341,-432.748.755
-22.860.917,-43.244.146
-22.858.096,-43.488.377
-229.466.215,-433.696.056
-229.395.041,-432.515.359
-229.282.727,-43.257.737
-228.581.095,-434.875.308
-228.675.722,-433.252.865
-228.561.214,-434.929.487
-228.197.204,-432.956.836
-228.627.778,-433.152.778
-22.986.725,-433.055.003
-228.035.488,-433.304.942
-229.090.869,-432.553.349
-22.834.741,-43.392.083
-228.675.722,-433.252.865
-229.027.463,-432.684.052
-228.487.087,-432.825.345
-22.951.838,-433.546
-229.912.032,-432.495.798
-229.579.808,-433.359.758
-228.652.617,-432.720.068
-2.285.808,-434.539.534
-22.836.482,-433.006.208
-228.599.749,-433.698.936
-228.134.407,-432.297.496
-228.868.514,-433.489.444
-228.553.516,-432.422.473
-229.016.717,-432.363.557
-228.164.311,-433.849.321
-22.834.677,-43.379.716
-228.675.722,-433.252.865
-228.094.553,-433.089.519
-229.038.088,-433.173.433
-229.356.777,-432.033.453
-228.682.216,-433.044.154
-228.969.369,-432.330.511
-229.924.286,-432.364.097
-229.292.805,-432.027.587
-229.347.222,-432.047.222
-229.196.001,-432.855.347
-229.078.627,-43.265.928.099.999.900
-22.868.999,-432.366.249
-228.555.867,-432.715.082
-229.369.754,-432.045.434
-228.654.866,-432.619.815
-228.627.778,-433.152.778
-228.742.263,-434.685.442
-229.196.001,-432.855.347
-228.517.151,-43.379.869
-229.216.654,-436.638.362
-228.675.722,-433.252.865
-228.634.419,-434.268.541
-228.119.127,-433.121.811
-228.393.849,-433.984.576
-228.487.441,-432.828.813
-228.080.985,-433.183.281
-228.246.493,-433.727.275
-229.645.712,-431.897.517
-229.166.735,-434.146.374
-229.395.041,-432.515.359
-228.593.866,-432.754.314
-22.863.498,-43.493.648
-229.465.479,-433.697.197
-228.622.904,-434.865.673
-228.133.777,-432.295.811
-229.142.752,-432.867.987
-22.873.252,-434.199.119
-228.627.778,-433.152.778
-229.090.869,-432.553.349
-229.998.148,-4.326.423
-228.577.791,-433.702.863
-22.950.599,-43.361.802
-22.863.617,-432.791.188
-228.459.986,-432.832.702
-22.941.691,-43.247.777
-228.814.021,-432.934.758
-228.553.516,-432.422.473
-230.222.784,-434.466.191
-22.925.361,-432.837.763
-22.816.903,-433.444.065
-228.725.334,-433.363.639
-229.465.479,-433.697.197
-228.544.139,-4.333.986
-228.789.348,-434.508.428
-229.707.112,-431.864.433
-229.860.018,-433.654.065
-2.281.625,-43.380.519
-228.246.493,-433.727.275
-228.799.105,-432.263.825
-229.465.479,-433.697.197
-228.581.095,-434.875.308
-229.090.869,-432.553.349
-228.675.722,-433.252.865
-228.950.043,-434.818.346
-228.950.043,-434.818.346
-228.995.104,-432.489.393
-228.346.184,-433.109.544
-229.094.334,-432.554.246
-228.613.778,-43.495.223
-229.939.022,-432.358.343
-228.606.944,-43.494.657
-228.654.866,-432.619.815
-228.637.895,-432.795.746
-228.741.572,-432.995.795
-229.375.309,-432.568.825
-228.784.013,-433.198.736
-228.593.866,-432.754.314
-228.725.334,-433.363.639
-228.606.928,-433.251.981
-228.320.273,-433.786.959
-228.407.749,-432.964.324
-228.593.866,-432.754.314
-229.395.041,-432.515.359
-228.593.866,-432.754.314
-229.227.755,-432.096.519
-228.603.523,-434.886.467
-22.845.983,-432.832.516
-229.395.041,-432.515.359
-229.520.464,-433.553.355
-229.486.937,-43.368.905
-229.645.712,-431.897.517
-229.408.922,-431.915.631
-228.503.133,-432.565.606
-228.333.091,-43.362.658
-228.928.494,-432.846.653
-22.863.617,-432.791.188
-228.505.384,-432.429.343
-228.391.092,-433.111.591
-228.593.866,-432.754.314
-228.899.996,-435.466.695
-228.603.985,-432.821.082
-229.627.736,-431.928.064
-228.662.065,-432.723.801
-22.863.617,-432.791.188
-228.196.976,-432.943.395
-228.603.985,-432.821.082
-228.597.219,-432.676.269
-228.593.866,-432.754.314
-228.487.441,-432.828.813
-228.593.866,-432.754.314
-22.854.127,-432.412.923
-228.060.539,-433.149.972
-228.593.866,-432.754.314
-228.505.775,-432.427.292
-228.218.043,-432.868.248
-228.505.775,-432.427.292
-228.556.488,-432.421.736
-228.407.063,-43.286.014
-22.948.363,-4.336.128
-228.604.006,-434.884.116
-228.593.866,-432.754.314
-22.947.321,-431.943.601
-228.604.006,-434.884.116
-229.486.937,-43.368.905
-22.829.745,-43.377.487
-22.833.785,-43.374.752
-228.196.976,-432.943.395
-2.285.823,-434.875.339
-228.694.071,-434.790.849
-228.246.651,-433.726.098
-228.047.127,-433.378.869
-229.433.273,-433.709.717
-229.079.866,-432.660.959
-229.078.627,-43.265.928.099.999.900
-22.946.567,-433.697.919
-228.604.006,-434.884.116
-228.561.214,-434.929.487
-229.486.937,-43.368.905
-229.465.479,-433.697.197
-228.604.006,-434.884.116
-229.465.479,-433.697.197
-229.083.251,-433.165.725
-228.487.441,-432.828.813
-228.923.272,-432.581.953
-228.423.362,-432.666.635
-228.704.825,-433.358.328
-230.324.774,-434.713.471
-228.231.509,-433.765.477
-229.939.022,-432.358.343
-22.946.463,-4.336.938
-228.343.217,-432.914.454
-229.078.627,-43.265.928.099.999.900
-228.410.586,-433.689.914
-228.274.872,-433.174.763
-229.196.001,-432.855.347
-228.694.071,-434.790.849
-228.597.925,-433.035.082
-229.135.675,-432.556.792
-228.473.512,-432.840.744
-229.318.182,-432.466.558
-229.641.669,-431.898.623
-228.875.573,-432.581.953
-228.604.006,-434.884.116
-228.459.675,-432.795.281
-22.848.587,-432.818.181
-229.484.685,-433.696.431
-228.593.866,-432.754.314
-228.472.161,-432.754.407
-228.763.889,-433.033.333
-229.049.333,-431.908.134
-228.607.515,-43.304.345
-228.196.976,-432.943.395
-228.652.165,-432.970.556
-229.584.623,-433.730.066
-228.184.513,-433.030.143
-229.081.086,-432.650.198
-229.066.143,-434.213.309
-228.277.218,-433.052.912
-228.969.198,-433.516.802
-228.604.006,-434.884.116
-229.465.479,-433.697.197
-228.753.065,-433.501.312
-228.561.214,-434.929.487
-229.465.479,-433.697.197
-228.231.509,-433.765.477
-228.980.175,-4.334.431
-229.465.479,-433.697.197
-228.604.006,-434.884.116
-229.465.479,-433.697.197
-229.466.215,-433.696.056
-228.451.905,-433.839.575
-22.832.551,-43.380.411
-229.154.498,-43.281.568
-229.465.479,-433.697.197
-229.465.479,-433.697.197
-228.597.925,-433.035.082
-229.465.479,-433.697.197
-228.815.052,-432.676.035
-228.252.879,-433.965.016
-228.613.778,-43.495.223
-228.229,-43.363.025
-228.456.304,-432.976.538
-22.944.654,-43.367.944
-228.604.006,-434.884.116
-228.652.165,-432.970.556
-229.939.022,-432.358.343
-228.472.161,-432.754.407
-228.472.161,-432.754.407
-230.140.305,-434.636.526
-22.825.899,-43.387.078
-228.745.095,-432.826.229
-229.939.022,-432.358.343
-228.852.001,-433.198.218
-228.882.776,-434.859.672
-228.604.006,-434.884.116
-22.950.069,-43.362.568
-228.725.334,-433.363.639
-229.130.099,-432.205.729
-229.483.288,-433.612.935
-228.358.488,-433.920.928
-229.465.479,-433.697.197
-229.465.479,-433.697.197
-22.877.663,-434.981.122
-228.875.573,-432.581.953
-230.121.306,-433.829.756
-229.239.258,-432.048.964
-228.908.164,-433.104.611
-228.623.344,-432.795.687
-229.043.835,-43.315.358
-22.864.641,-432.728.779
-22.819.116,-43.365.792
-228.799.105,-432.263.825
-228.520.764,-433.467.838
-228.613.778,-43.495.223
-228.875.573,-432.581.953
-22.863.617,-432.791.188
-228.725.334,-433.363.639
-22.901.339,-43.314.296
-229.211.926,-431.940.983
-22.876.174,-43.305.586
-229.202.638,-436.320.026
-228.604.006,-434.884.116
-229.508.738,-433.592.553
-228.852.426,-434.871.853
-228.208.417,-433.968.734
-228.603.985,-432.821.082
-229.465.479,-433.697.197
-228.591.961,-432.743.882
-228.629.353,-432.815.418
-229.436.371,-433.709.428
-228.553.516,-432.422.473
-228.626.186,-432.959.604
-229.433.449,-433.707.495
-22.891.953,-43.427.698
-229.645.712,-431.897.517
-228.246.493,-433.727.275
-228.604.006,-434.884.116
-22.854.386,-43.497.299
-229.356.777,-432.033.453
-228.694.071,-434.790.849
-228.842.577,-434.879.809
-228.682.216,-433.044.154
-2.281.218,-43.362.145
-228.627.778,-433.152.778
-22.832.551,-43.380.411
-229.939.022,-432.358.343
-228.786.524,-434.285.172
-228.511.023,-433.774.746
-228.460.739,-432.965.516
-228.213.938,-43.375.408
-228.455.556,-432.938.889
-228.071.781,-431.957.843
-228.814.751,-432.544.718
-228.244.809,-433.386.367
-228.606.016,-433.045.484
-229.081.086,-432.650.198
-228.561.214,-434.929.487
-228.627.778,-433.152.778
-22.894.883,-433.431.135
-228.523.949,-434.963.917
-228.593.866,-432.754.314
-22.811.969,-43.229.268
-229.465.479,-433.697.197
-229.465.479,-433.697.197
-228.604.006,-434.884.116
-2.289.633,-43.245.182
-22.873.252,-434.199.119
-228.822.363,-433.245.974
-228.818.486,-432.703.331
-22.871.594,-434.421.638
-228.255.312,-4.334.446
-229.044.214,-433.442.039
-229.465.479,-433.697.197
-229.465.479,-433.697.197
-229.465.479,-433.697.197
-229.052.507,-432.340.127
-229.123.566,-43.166.618
-229.442.116,-433.678.663
-2.280.495,-4.318.588
-22.825.899,-43.387.078
-228.333.333,-433.627.778
-229.481.267,-433.614.319
-228.713.243,-434.870.367
-228.750.681,-434.474.447
-2.281.218,-43.362.145
-228.742.263,-434.685.442
-228.722.222,-432.913.889
-228.208.417,-433.968.734
-229.012.039,-432.495.281
-229.465.479,-433.697.197
-22.838.589,-433.339.709
-228.655.543,-432.820.577
-229.192.567,-431.981.369
-22.912.356,-431.952.834
-228.772.946,-433.365.402
-228.646.999,-432.866.112
-228.486.656,-432.667.456
-22.823.181,-433.594.717
-22.823.181,-433.594.717
-22.991.796,-43.250.297
-2.294.762,-43.370.798
-228.662.498,-433.275.184
-228.799.105,-432.263.825
-228.604.006,-434.884.116
-228.231.509,-433.765.477
-229.076.515,-435.659.121
-228.627.778,-433.152.778
-228.574.907,-43.329.357
-228.750.681,-434.474.447
-228.562.252,-432.432.616
-228.627.778,-433.152.778
-228.969.369,-432.330.511
-228.253.532,-433.961.488
-228.614.271,-434.952.227
-22.948.979,-43.368.893
-228.138.983,-432.295.635
-228.796.565,-434.593.423
-228.299.097,-432.704.051
-228.630.204,-432.810.175
-22.860.808,-43.304.621
-228.957.794,-434.778.112
-228.882.776,-434.859.672
-228.960.142,-433.213.563
-228.960.142,-433.213.563
-228.654.866,-432.619.815
-22.856.124,-432.473.521
-22.821.605,-43.381.917
-22.832.551,-43.380.411
-229.939.022,-432.358.343
-228.060.539,-433.149.972
-229.083.251,-433.165.725
-229.959.406,-432.403.874
-228.491.287,-433.246.601
-228.436.111,-432.936.111
-228.653.168,-434.343.532
-229.083.251,-433.165.725
-22.820.442,-43.367.848
-228.969.198,-433.516.802
-229.077.778,-432.616.667
-22.876.174,-43.305.586
-228.997.023,-432.422.736
-228.364.807,-433.632.981
-229.694.417,-431.868.448
-22.888.233,-43.578.545
-228.961.141,-434.777.639
-228.107.442,-431.847.299
-22.863.392,-4.333.619
-229.092.266,-432.967.316
-228.641.667,-433.238.889
-229.579.598,-433.841.089
-229.092.266,-432.967.316
-228.936.373,-432.474.624
-229.214.107,-431.939.708
-229.133.513,-433.009.928
-229.395.041,-432.515.359
-228.627.088,-432.540.135
-228.641.667,-433.238.889
-228.641.667,-433.238.889
-228.627.778,-433.152.778
-228.641.667,-433.238.889
-228.131.401,-43.382.459
-228.604.006,-434.884.116
-228.604.006,-434.884.116
-228.627.778,-433.152.778
-228.718.566,-433.355.381
-228.804.411,-432.500.235
-229.003.628,-432.614.529
-228.664.098,-434.706.149
-229.192.107,-43.198.104
-229.149.118,-433.479.471
-229.465.479,-433.697.197
-229.149.118,-433.479.471
-229.076.432,-433.547.448
-22.914.101,-433.587.149
-228.259.057,-433.872.447
-229.383.333,-432.594.444
-229.465.479,-433.697.197
-229.465.479,-433.697.197
-229.465.479,-433.697.197
-229.323.718,-433.727.149
-228.868.349,-434.290.512
-229.458.747,-433.670.755
-229.052.074,-43.354.214
-229.310.905,-432.511.131
-22.901.563,-43.358.125
-22.984.391,-432.019.098
-228.627.778,-433.152.778
-228.627.778,-433.152.778
-22.905.076,-43.354.814
-22.905.076,-43.354.814
-228.231.509,-433.765.477
-229.052.507,-432.340.127
-228.235.251,-433.587.822
-228.239.228,-433.680.419
-22.823.258,-43.372.588
-228.969.198,-433.516.802
-229.044.214,-433.442.039
-228.675.722,-433.252.865
-229.481.267,-433.614.319
-228.649.851,-432.779.475
-229.052.074,-43.354.214
-229.465.479,-433.697.197
-228.731.565,-43.441.611
-22.882.921,-432.489.009
-229.128.703,-432.845.545
-228.495.807,-433.312.048
-22.901.563,-43.358.125
-228.050.125,-433.198.048
-229.465.479,-433.697.197
-228.875.573,-432.581.953
-229.465.479,-433.697.197
-228.122.261,-433.619.715
-229.057.294,-433.538.571
-229.044.753,-433.437.926
-228.969.198,-433.516.802
-228.231.509,-433.765.477
-228.194.873,-43.378.731
-228.194.873,-43.378.731
-229.057.294,-433.538.571
-229.129.638,-432.847.816
-229.395.041,-432.515.359
-229.044.214,-433.442.039
-228.588.961,-434.870.104
-229.465.479,-433.697.197
-229.052.074,-43.354.214
-228.517.151,-43.379.869
-228.604.006,-434.884.116
-228.472.161,-432.754.407
-22.820.089,-4.329.428
-228.720.239,-434.436.953
-228.604.006,-434.884.116
-228.969.198,-433.516.802
-228.710.072,-434.430.577
-228.229.118,-433.767.869
-228.622.904,-434.865.673
-229.196.001,-432.855.347
-22.819.362,-43.366.922
-229.085.497,-433.645.831
-228.675.722,-433.252.865
-230.007.532,-433.837.713
-228.887.168,-432.290.004
-22.882.014,-432.236.713
-228.675.722,-433.252.865
-22.867.538,-43.327.339
-228.622.983,-434.914.814
-228.861.231,-434.734.621
-228.604.006,-434.884.116
-228.614.271,-434.952.227
-228.268.424,-433.921.702
-228.830.377,-432.457.507
-228.472.161,-432.754.407
-22.868.997,-43.317.554
-229.106.411,-432.531.877
-228.567.616,-434.974.516
-228.675.722,-433.252.865
-228.680.856,-432.476.789
-228.627.778,-433.152.778
-22.914.261,-43.277.113
-22.862.263,-4.349.156
-228.603.523,-434.886.467
-228.383.806,-433.330.546
-228.367.306,-433.324.509
-229.083.251,-433.165.725
-229.083.251,-433.165.725
-228.604.006,-434.884.116
-229.083.251,-433.165.725
-229.365.824,-433.718.644
-2.289.178,-43.584.689
-228.321.227,-433.293.131
-229.136.364,-432.099.141
-229.785.047,-433.364.606
-229.465.479,-433.697.197
-23.015.563,-43.518.762
-228.627.088,-432.540.135
-228.581.095,-434.875.308
-228.581.095,-434.875.308
-229.052.074,-43.354.214
-228.885.625,-432.230.638
-228.536.185,-433.759.137
-229.284.499,-43.217.775
-228.858.322,-433.414.352
-228.923.272,-432.581.953
-228.923.272,-432.581.953
-228.786.524,-434.285.172
-228.682.444,-43.458.742
-228.627.088,-432.540.135
-22.879.372,-43.216.816
-229.807.789,-433.242.199
-228.334.169,-433.626.561
-228.604.006,-434.884.116
-228.875.573,-432.581.953
-229.481.267,-433.614.319
-229.105.353,-432.379.769
-229.492.543,-433.694.556
-228.604.006,-434.884.116
-229.225,-431.925
-228.385.126,-433.341.634
-228.039.943,-433.463.578
-229.461.738,-433.646.109
-229.384.852,-432.516.233
-228.517.151,-43.379.869
-228.088.064,-433.574.616
-228.259.355,-434.015.264
-228.718.352,-434.429.002
-22.975.460.000.000.000,-432.857.486
-228.675.722,-433.252.865
-228.675.722,-433.252.865
-229.493.744,-433.634.134
-228.825.916,-432.492.432
-228.875.573,-432.581.953
-229.246.074,-432.918.521
-228.344.715,-433.855.883
-228.713.243,-434.870.367
-229.083.251,-433.165.725
-228.606.969,-43.488.347
-229.395.041,-432.515.359
-228.017.809,-431.913.179
-22.814.945,-43.381.179
-228.604.006,-434.884.116
-228.246.493,-433.727.275
-229.190.791,-431.980.169
-228.451.905,-433.839.575
-229.465.479,-433.697.197
-228.255.312,-4.334.446
-229.179.509,-432.417.134
-228.544.139,-4.333.986
-229.081.896,-432.435.402
-22.891.005,-433.554.174
-229.284.499,-43.217.775
-228.561.214,-434.929.487
-228.627.778,-433.152.778
-228.627.778,-433.152.778
-228.622.983,-434.914.814
-2.287.882,-43.504.775
-228.727.494,-435.275.344
-229.904.763,-432.316.679
-228.780.979,-434.483.194
-22.824.553,-43.372.855
-229.812.747,-431.959.345
-229.520.135,-43.353.837
-228.875.573,-432.581.953
-2.295.046,-43.353.696
-228.830.377,-432.457.507
-22.821.339,-43.285.651
-228.299.171,-432.774.669
-229.076.515,-435.659.121
-22.862.156,-43.294.089
-228.627.778,-433.152.778
-228.718.566,-433.355.381
-228.257.179,-43.339.017
-228.449.323,-433.777.433
-22.871.219,-433.353.941
-229.465.479,-433.697.197
-228.858.122,-433.436.234
-229.518.185,-433.597.615
-228.742.263,-434.685.442
-228.786.524,-434.285.172
-228.811.734,-433.705.487
-228.440.802,-433.094.623
-229.645.712,-431.897.517
-228.208.417,-433.968.734
-228.752.984,-436.348.691
-22.907.614,-43.265.112
-22.868.492,-432.883.039
-228.456.304,-432.976.538
-229.049.333,-431.908.134
-229.259.539,-432.487.131
-2.287.882,-43.504.775
-2.287.882,-43.504.775
-228.604.006,-434.884.116
-229.879.622,-432.480.261
-228.241.564,-433.679.187
-228.742.263,-434.685.442
-228.241.255,-433.679.357
-228.247.662,-433.679.162
-228.136.989,-433.839.035
-229.879.622,-432.480.261
-228.604.006,-434.884.116
-228.257.676,-433.389.194
-229.078.627,-43.265.928.099.999.900
-228.627.778,-433.152.778
-22.917.518,-432.619.872
-229.442.116,-433.678.663
-228.630.223,-433.341.043
-229.418.024,-433.664.116
-22.949.248,-43.364.221
-22.870.117,-43.236.108
-228.255.312,-4.334.446
-229.879.622,-432.480.261
-229.395.041,-432.515.359
-228.581.095,-434.875.308
-229.477.887,-433.697.578
-228.122.261,-433.619.715
-229.284.499,-43.217.775
-229.475.947,-433.478.453
-228.259.057,-433.872.447
-229.461.653,-433.644.891
-228.604.006,-434.884.116
-228.387.722,-433.447.764
-229.052.507,-432.340.127
-229.264.652,-432.096.258
-229.814.798,-431.964.039
-229.325.728,-432.410.248
-228.613.778,-43.495.223
-228.604.006,-434.884.116
-228.604.006,-434.884.116
-228.709.633,-434.426.703
-228.671.397,-432.784.612
-228.604.006,-434.884.116
-22.833.573,-43.240.821
-229.004.568,-432.817.787
-22.946.363,-43.364.667
-229.225,-431.925
-22.871.776,-43.332.532
-23.032.276,-43.471.434
-2.291.099,-432.634.929
-229.128.005,-433.867.145
-228.774.608,-432.627.738
-229.083.251,-433.165.725
-229.083.251,-433.165.725
-228.571.455,-434.866.787
-22.908.137,-43.315.095
-22.951.838,-433.546
-228.128.819,-43.377.725
-22.907.542,-4.326.489
-229.078.627,-43.265.928.099.999.900
-229.070.828,-431.819.148
-229.754.432,-432.854.643
-230.072.482,-433.123.484
-228.746.714,-434.990.964
-228.401.095,-433.780.741
-229.052.266,-432.348.137
-228.627.778,-433.152.778
-228.889.072,-432.391.525
-228.600.128,-43.315.981
-229.044.618,-43.315.344
-228.333.333,-433.627.778
-228.604.006,-434.884.116
-228.627.778,-433.152.778
-228.828.934,-432.512.056
-228.627.778,-433.152.778
-228.195.431,-433.709.897
-228.194.873,-43.378.731
-22.897.712,-431.908.747
-228.830.377,-432.457.507
-228.820.321,-432.496.748
-228.234.438,-433.584.503
-228.694.071,-434.790.849
-22.823.181,-433.594.717
-22.823.181,-433.594.717
-228.759.836,-433.024.082
-228.694.071,-434.790.849
-22.826.502,-43.371.128
-228.240.137,-433.642.564
-228.231.509,-433.765.477
-22.855.479,-43.493.738
-228.613.778,-43.495.223
-228.593.866,-432.754.314
-228.472.161,-432.754.407
-2.280.683,-433.168.966
-228.241.667,-43.364.444.399.999.900
-229.196.001,-432.855.347
-229.485.425,-43.368.071
-228.604.006,-434.884.116
-2.299.088,-434.313.266
-22.916.267,-431.991.159
-22.946.258,-43.364.678
-228.265.321,-433.725.279
-22.832.551,-43.380.411
-229.611.635,-433.526.649
-228.604.006,-434.884.116
-229.395.041,-432.515.359
-228.649.973,-43.261.258
-22.951.901,-43.354.731
-228.654.866,-432.619.815
-22.863.516,-43.286.538
-229.524.055,-431.870.095
-229.089.377,-432.000.316
-228.648.938,-432.623.787
-228.321.462,-433.675.213
-228.707.343,-433.359.627
-228.246.493,-433.727.275
-228.622.904,-434.865.673
-229.236.111,-431.805.556
-22.948.363,-4.336.128
-228.654.866,-432.619.815
-228.506.147,-43.247.764.599.999.900
-228.604.006,-434.884.116
-228.240.934,-433.679.533
-228.148.203,-432.302.931
-228.714.851,-432.824.466
-228.887.168,-432.290.004
-228.654.249,-432.958.533
-228.304.293,-433.192.987
-228.371.837,-432.774.115
